"",GeneID,Length,EntrezGene,Symbol,RefSeq,logFC,logCPM,PValue,padj
ENSRNOG00000003403,ENSRNOG00000003403.5,2716,288993,Slc35f5,NM_001105950,-0.552862775874326,6.35762323733921,4.7027843314289e-28,7.30116483437069e-27
ENSRNOG00000021553,ENSRNOG00000021553.7,6116,363974,Nckap5,XM_008769508,0.620116257050603,3.04221161128373,8.3296323133901e-7,3.03022887412334e-6
ENSRNOG00000048922,ENSRNOG00000048922.1,3420,,,,0.849471351782461,7.51459914988932,3.36061043182993e-28,5.26457661320793e-27
ENSRNOG00000003614,ENSRNOG00000003614.5,2691,65271,Mgat5,NM_023095,0.843547076816917,1.68428478242531,5.98924365663607e-6,0.000019583696711227
ENSRNOG00000017113,ENSRNOG00000017113.7,5653,304758,Ccnt2,NM_001107171,0.37649946138812,5.6552270396405,0.0000162758796034297,0.0000502111247934911
ENSRNOG00000003953,ENSRNOG00000003953.7,2335,304759,Rab3gap1,NM_001402216,-0.155359354168688,5.76682072415099,0.0140967850601254,0.0259787090354351
ENSRNOG00000003979,ENSRNOG00000003979.8,4076,304761,Zranb3,XM_006249701,0.616618412054048,4.63933661748046,3.44741849951024e-18,3.14440855771118e-17
ENSRNOG00000004099,ENSRNOG00000004099.6,4817,304763,R3hdm1,NM_001012024,-0.172581598238422,6.47954401643344,0.0053619702246828,0.0108840930007324
ENSRNOG00000003703,ENSRNOG00000003703.6,2917,29685,Mcm6,NM_017287,0.851222613230379,7.62684520139448,1.31853883728412e-63,5.99351555413347e-62
ENSRNOG00000003743,ENSRNOG00000003743.7,2159,116483,Dars1,NM_053799,-0.279990607272825,6.72104029184462,9.1774465245746e-7,3.32122470938925e-6
ENSRNOG00000003927,ENSRNOG00000003927.7,3093,64036,Cd55,NM_022269,-1.49834262637683,3.96684001266332,9.10423443441775e-31,1.56991425620358e-29
ENSRNOG00000004162,ENSRNOG00000004162.8,4523,24640,Pfkfb2,NM_001033964,0.706185702704201,3.79921613985617,4.84021728962521e-22,5.45124065827489e-21
ENSRNOG00000025704,ENSRNOG00000025704.2,1580,363982,Yod1,NM_001008889,0.480807571794796,2.13203428090924,0.0016682588529678,0.00373104383570667
ENSRNOG00000004726,ENSRNOG00000004726.7,2526,289014,Mapkapk2,NM_178102,-0.187916069171247,7.01571049914004,0.000696188544016275,0.00166126643274383
ENSRNOG00000004870,ENSRNOG00000004870.5,2490,304775,Dyrk3,NM_001024767,-1.25373136083167,0.274057627637933,0.0000161293382761225,0.0000497922836473307
ENSRNOG00000004910,ENSRNOG00000004910.6,2013,498225,Eif2d,NM_001017489,-0.191834494468382,5.00373182944665,0.00238168912547081,0.00518698054299328
ENSRNOG00000005342,ENSRNOG00000005342.7,3796,54355,Rassf5,NM_019365,0.549632612568315,4.04190903703175,6.27126485390662e-15,4.67194067353903e-14
ENSRNOG00000006733,ENSRNOG00000006733.7,4328,360840,Srgap2,NM_001134958,-0.136677385895098,5.244113366872,0.0248406221347277,0.0433577219282217
ENSRNOG00000042320,ENSRNOG00000042320.2,4650,363985,Slc41a1,NM_001108855,-0.424075216845617,4.65958001755829,6.95482312090357e-13,4.50147841961751e-12
ENSRNOG00000007887,ENSRNOG00000007887.6,10484,304786,Elk4,NM_001107173,-0.574158012883797,6.33235401906678,1.1615778464247e-19,1.16696487411826e-18
ENSRNOG00000008137,ENSRNOG00000008137.6,3627,289019,Cdk18,NM_001100506,-1.56349804756112,0.666900638373102,1.24407797451762e-10,6.68264123933059e-10
ENSRNOG00000000034,ENSRNOG00000000034.6,2875,289419,Nuak2,NM_001007617,0.966619983327887,5.6170160088325,2.25452399147852e-51,7.33725836099957e-50
ENSRNOG00000000033,ENSRNOG00000000033.5,3681,305095,Tmcc2,NM_001305128,0.698537531697508,4.29691947624309,2.55851158101109e-20,2.65901083651707e-19
ENSRNOG00000021298,ENSRNOG00000021298.4,6114,304791,Dstyk,NM_199463,-0.613777160395741,4.55765920749302,1.41746531587072e-12,8.98570605360386e-12
ENSRNOG00000021289,ENSRNOG00000021289.2,3852,304794,Rbbp5,NM_001107174,0.242307894727127,6.01234692955082,5.08509109068348e-6,0.0000167896410767411
ENSRNOG00000028493,ENSRNOG00000028493.6,5383,304799,Ppp1r15b,NM_001107175,0.147440511677868,6.75728254286543,0.0157371364250333,0.0286738939935159
ENSRNOG00000003031,ENSRNOG00000003031.7,8531,29600,Atp2b4,NM_001005871,-2.24974972183347,6.58459189613675,4.44753623655321e-309,4.11070949223825e-306
ENSRNOG00000053210,ENSRNOG00000053210.1,2691,360845,Zc3h11a,NM_001047902,0.216201319952393,7.54340500054108,0.0000202719803809597,0.0000616609776221205
ENSRNOG00000029418,ENSRNOG00000029418.1,690,,,,0.339418992515066,5.24096939494434,0.0045197611102266,0.00932608543416901
ENSRNOG00000028353,ENSRNOG00000028353.7,4105,289026,Sox13,NM_001105952,-0.310899969493495,2.77908922662552,0.0103212520137581,0.0196449530366203
ENSRNOG00000002907,ENSRNOG00000002907.8,5846,360842,Plekha6,NM_001427839,0.989499713285764,2.20680793309448,4.54756549795791e-14,3.2003780742989e-13
ENSRNOG00000059225,ENSRNOG00000059225.1,2931,,,,0.48611108034798,3.52340371486145,0.0000313296933148752,0.0000926327293916463
ENSRNOG00000003183,ENSRNOG00000003183.6,3547,64507,Fmod,NM_080698,0.894527652889377,8.02593904442098,2.04088699839433e-35,4.14880606242507e-34
ENSRNOG00000003300,ENSRNOG00000003300.3,2562,29619,Btg2,NM_017259,-1.17079917787717,5.18149027854113,1.42607992015643e-62,6.27656254382499e-61
ENSRNOG00000003494,ENSRNOG00000003494.7,6377,140592,Ppfia4,NM_080409,0.473582266618211,2.89277456309811,0.0000349495125788402,0.000102483088492606
ENSRNOG00000003973,ENSRNOG00000003973.6,1833,304805,Cyb5r1,NM_001013126,0.480667309532068,5.68890878992283,1.71685196545455e-15,1.32382845656629e-14
ENSRNOG00000004143,ENSRNOG00000004143.4,2025,289036,Adipor1,NM_207587,0.139427345707535,7.16847573362531,0.00695433188654389,0.0137696168630455
ENSRNOG00000004193,ENSRNOG00000004193.6,3247,266772,Klhl12,NM_153730,0.634264294986227,4.09924655458614,1.74564313501133e-9,8.50671227549984e-9
ENSRNOG00000027593,ENSRNOG00000027593.1,327,,,,-0.262764705585472,4.25985918128552,0.00891182452330803,0.0172176052384535
ENSRNOG00000004424,ENSRNOG00000004424.6,2977,304807,Rabif,NM_001007678,-0.464260873015138,4.7366166634405,1.41332534079704e-15,1.09649370592111e-14
ENSRNOG00000060544,ENSRNOG00000060544.1,6259,304809,Kdm5b,NM_001107177,0.381980617012382,7.41481977615155,8.98000687036724e-10,4.47515511325562e-9
ENSRNOG00000051440,ENSRNOG00000051440.1,8320,304813,Ppp1r12b,NM_001107178,1.01447446847395,6.55497193388257,1.63370673200327e-76,9.8050693214257e-75
ENSRNOG00000005277,ENSRNOG00000005277.5,5744,64576,Ptprv,NM_033099,-3.23469075197316,1.20958962552549,8.56498335233637e-39,1.94027662086261e-37
ENSRNOG00000007040,ENSRNOG00000007040.4,904,54311,Timm17a,NM_019351,0.23024477463897,5.81314989776478,0.0000109821625711055,0.0000345645180217496
ENSRNOG00000051548,ENSRNOG00000051548.1,4501,304816,Lmod1,NM_001107179,-0.229925827628524,6.73241073485672,0.000869544307156356,0.00203706696086781
ENSRNOG00000007369,ENSRNOG00000007369.7,594,360848,Shisa4,NM_001077826,-0.473919411530513,5.59021803688576,5.3085744463139e-8,2.20485548603043e-7
ENSRNOG00000007418,ENSRNOG00000007418.5,3421,304817,Ipo9,NM_001107180,0.140608089042058,7.47319462207897,0.00697415402811358,0.0138049216798639
ENSRNOG00000061301,ENSRNOG00000061301.1,156,,,,-1.06524073958879,1.30728709639154,9.10385840471484e-9,4.11663055847901e-8
ENSRNOG00000056474,ENSRNOG00000056474.1,297,,,,-1.22244240627574,2.89398348456311,2.63646996579078e-20,2.73592961120684e-19
ENSRNOG00000008425,ENSRNOG00000008425.8,6879,685707,Nav1,NM_001427517,-1.09846974279729,5.46439566754641,5.31668447731125e-58,2.10001463229183e-56
ENSRNOG00000008937,ENSRNOG00000008937.5,1745,29276,Csrp1,NM_017148,-0.250627399031335,9.42146731666895,0.00187833559838762,0.00417127098126638
ENSRNOG00000009068,ENSRNOG00000009068.5,1423,363989,Phlda3,NM_001012206,-0.536253237256399,7.60581551218803,2.59187541517463e-11,1.47875558666589e-10
ENSRNOG00000033734,ENSRNOG00000033734.6,1209,24837,Tnnt2,NM_001415762,1.43795531692031,9.09763536886025,1.90374226505354e-122,2.48995120402851e-120
ENSRNOG00000010076,ENSRNOG00000010076.5,4605,304822,Pkp1,NM_001107181,-0.365685162017305,6.06016917585711,2.17597897453047e-8,9.40685141967272e-8
ENSRNOG00000008471,ENSRNOG00000008471.7,5550,289397,Kif21b,NM_001105990,-0.21869609802117,4.95148649325462,0.0114856039371606,0.0215825986696659
ENSRNOG00000025964,ENSRNOG00000025964.5,426,,,,0.36912421884302,1.11088333555797,0.0273094718269943,0.0472260775857973
ENSRNOG00000025948,ENSRNOG00000025948.5,2977,289399,Inava,NM_001134502,1.17507535615279,-0.624056184415002,0.0134779547158984,0.0249410523466652
ENSRNOG00000008741,ENSRNOG00000008741.7,7769,289400,Camsap2,NM_001134503,0.40381963577375,7.63311218996486,4.52591200761588e-12,2.74966012592404e-11
ENSRNOG00000000657,ENSRNOG00000000657.7,1101,360850,Nek7,NM_001108346,-0.223989293771609,5.71805393350475,0.000480466019979619,0.00117709505230561
ENSRNOG00000043374,ENSRNOG00000043374.2,843,360851,C13h1orf53,NM_001108347,-0.27480259635926,3.40523593734299,0.00900191314972709,0.0173747074909949
ENSRNOG00000012318,ENSRNOG00000012318.6,9727,289054,Aspm,NM_001105955,-0.282482825559907,6.91469359290352,0.00019098449202433,0.000500909761147429
ENSRNOG00000030715,ENSRNOG00000030715.6,4880,155012,Cfh,NM_130409,-5.07641176748735,2.09319981898211,9.91019157322297e-118,1.1947382258362e-115
ENSRNOG00000003258,ENSRNOG00000003258.4,2069,304832,Cdc73,NM_001024769,0.190852700525625,5.08106706591389,0.00352083455650408,0.00741160800051207
ENSRNOG00000003385,ENSRNOG00000003385.7,474,114022,Glrx2,NM_001394170,-0.292878578773305,4.83110426018729,0.0000281753599151518,0.0000839688714238317
ENSRNOG00000003434,ENSRNOG00000003434.7,3717,304833,Ro60,NM_001107183,-0.434962659024414,5.14937478759918,0.0000256537843773121,0.0000769003387258499
ENSRNOG00000003687,ENSRNOG00000003687.6,868,84583,Rgs2,NM_053453,-1.06201468005751,3.78570313224748,7.40011210871204e-27,1.08222736577198e-25
ENSRNOG00000058486,ENSRNOG00000058486.1,1278,,,,-0.185803774550194,6.32636121765832,0.0143484867645814,0.0264039581237266
ENSRNOG00000002525,ENSRNOG00000002525.4,4373,29527,Ptgs2,NM_017232,-0.406754932462277,5.28992390615392,4.68361551082606e-8,1.95347910475609e-7
ENSRNOG00000002473,ENSRNOG00000002473.8,1344,304863,Odr4,NM_001427702,0.302091659363983,4.46439814362274,0.000219119066150537,0.00056846308628575
ENSRNOG00000028627,ENSRNOG00000028627.8,18417,289094,Hmcn1,NM_001271292,0.961503825505494,9.23475300338102,7.51267140419399e-39,1.71027383165428e-37
ENSRNOG00000002618,ENSRNOG00000002618.7,4822,289089,Ivns1abp,NM_001047085,0.883855765148501,6.50283764212742,2.01594889745127e-39,4.63501086472046e-38
ENSRNOG00000002580,ENSRNOG00000002580.7,2758,304851,Trmt1l,NM_001037192,-0.340296016856507,4.65864116789529,3.28785972358804e-7,1.24869186451219e-6
ENSRNOG00000002454,ENSRNOG00000002454.7,2406,304850,Rnf2,NM_001025667,0.327214105782531,6.78852275873138,5.93815158832046e-11,3.28911440752996e-10
ENSRNOG00000002403,ENSRNOG00000002403.6,3622,63912,Niban1,NM_022242,-0.391207131698258,8.50252723473345,1.01611520458392e-10,5.52231328747607e-10
ENSRNOG00000028236,ENSRNOG00000028236.6,1664,289084,C13h1orf21,NM_001105959,-0.85786585962847,5.25004008354813,3.20373301782594e-32,5.7758848581455e-31
ENSRNOG00000002352,ENSRNOG00000002352.6,1133,289083,Tsen15,NM_001105958,0.264188612823106,5.39695279255528,1.9769485904533e-7,7.67098104059462e-7
ENSRNOG00000002347,ENSRNOG00000002347.7,5400,289080,Ralgdsl1,NM_001105957,-0.373997851801196,4.49621334948047,1.60032297934682e-6,5.61693108497829e-6
ENSRNOG00000028062,ENSRNOG00000028062.7,1807,360854,Arpc5,NM_001025717,-0.47864284925843,7.59298876914101,1.64622893610259e-17,1.44268760873112e-16
ENSRNOG00000027962,ENSRNOG00000027962.6,6081,360855,Smg7,NM_001191549,0.394351286799034,6.36609662215075,1.25326734217933e-11,7.35306747015414e-11
ENSRNOG00000027697,ENSRNOG00000027697.5,1574,289095,Nmnat2,NM_001048042,-0.407846096961324,2.41936534652177,0.0012886659701278,0.00293994816683426
ENSRNOG00000002667,ENSRNOG00000002667.7,5712,192362,Lamc2,NM_001100640,-3.279788408727,4.30612129499981,7.59297296011245e-200,2.77023623997366e-197
ENSRNOG00000002680,ENSRNOG00000002680.7,5998,117036,Lamc1,NM_053966,-0.608034774314887,9.58230824519213,4.36179423637665e-31,7.57793424725887e-30
ENSRNOG00000002735,ENSRNOG00000002735.6,4205,304859,Dhx9,NM_001107184,0.244248892772962,7.9496800868324,0.00029041608144227,0.000737287777534451
ENSRNOG00000002863,ENSRNOG00000002863.8,7593,54234,Cacna1e,NM_019294,4.25683453767138,-0.0347796385162672,1.10477532961622e-10,5.97371496482029e-10
ENSRNOG00000003402,ENSRNOG00000003402.7,4678,60562,Stx6,NM_031665,0.177860412614644,6.15567935946717,0.00016713770811763,0.000442128827579244
ENSRNOG00000000040,ENSRNOG00000000040.8,5108,305101,Kiaa1614,NM_001427644,0.427407963793899,4.62187956726636,5.68956875481751e-8,2.35322736326939e-7
ENSRNOG00000000042,ENSRNOG00000000042.7,3559,289424,Xpr1,NM_001105992,-0.781773655162104,3.67273554403697,7.42514766608429e-13,4.79023951803595e-12
ENSRNOG00000003550,ENSRNOG00000003550.6,1580,289125,Acbd6,NM_001011906,-0.245697122331495,5.29064462058651,0.000126080029118804,0.000340403802084342
ENSRNOG00000003595,ENSRNOG00000003595.8,2217,360858,Lhx4,NM_001108348,0.944130190761136,0.272018212718616,0.00035985735207153,0.000899740726622127
ENSRNOG00000003649,ENSRNOG00000003649.9,3316,84491,Qsox1,NM_001109898,0.546649498596607,3.1469401296389,2.18511166618872e-8,9.44338782420212e-8
ENSRNOG00000004305,ENSRNOG00000004305.5,3764,304883,Abl2,NM_001107186,0.530739154755299,3.16199706545678,4.29899913018785e-8,1.79955688227429e-7
ENSRNOG00000004307,ENSRNOG00000004307.6,1809,304884,Tor3a,NM_001009683,-0.383623704586961,3.76798242037083,0.000205949582029996,0.000536506013766227
ENSRNOG00000004736,ENSRNOG00000004736.6,2462,304887,Ralgps2,NM_001100680,0.380048711433988,3.7041709189243,0.0000459119146039279,0.000132498497932735
ENSRNOG00000004917,ENSRNOG00000004917.7,4653,304893,Rasal2,NM_001107188,0.443302956855074,5.30916014836496,3.55871420825978e-10,1.83140362967014e-9
ENSRNOG00000005229,ENSRNOG00000005229.8,4356,89868,Sec16b,NM_053571,-0.486897438258673,2.84528289193415,0.000141766522459752,0.000379430707988803
ENSRNOG00000042860,ENSRNOG00000042860.4,9514,680415,Pappa2,NM_001427778,1.64529999770319,1.22921260358641,2.53061591595975e-16,2.0650064190033e-15
ENSRNOG00000042492,ENSRNOG00000042492.4,3674,,,,0.198140133702702,7.8162823036677,0.0000387197184698307,0.000112910262077388
ENSRNOG00000049537,ENSRNOG00000049537.3,3925,100302372,Kiaa0040,NM_001162897,-0.41916118534956,6.56785866982441,2.53971995935894e-16,2.07121632450308e-15
ENSRNOG00000002548,ENSRNOG00000002548.7,6240,304913,Tnn,NM_001107189,-2.07779709931476,2.71574595766472,4.58982886163395e-53,1.58686751465569e-51
ENSRNOG00000054347,ENSRNOG00000054347.1,81,120096384,LOC120096384,XR_005492815,0.722745793346301,-0.49818494237318,0.0208039039994267,0.0368971888253872
ENSRNOG00000055952,ENSRNOG00000055952.1,62,120096422,LOC120096422,XR_005492841,0.922654969013297,0.303485577130909,0.00459880666533461,0.00947649459099272
ENSRNOG00000060649,ENSRNOG00000060649.1,82,120096374,LOC120096374,XR_005492807,0.876680030709939,1.04665435021062,0.0000805837228890643,0.000224159858373593
ENSRNOG00000055652,ENSRNOG00000055652.1,61,120096385,LOC120096385,XR_005492816,0.796343689265589,1.61950807366126,1.28736278640132e-6,4.56470528661585e-6
ENSRNOG00000055990,ENSRNOG00000055990.1,66,120096421,Snord78,XR_005492840,0.717873567024461,0.51776655955977,0.00427156479238017,0.008867165294233
ENSRNOG00000040595,ENSRNOG00000040595.3,85,120096376,LOC120096376,XR_005492809,0.82877578957612,-0.620996514538883,0.0154846936656978,0.0282584958511563
ENSRNOG00000057278,ENSRNOG00000057278.1,78,120096383,LOC120096383,XR_005492814,0.511645911885224,1.19087900356141,0.00866954694527195,0.0167916455503283
ENSRNOG00000052013,ENSRNOG00000052013.1,77,120096375,Snord81,XR_005492808,0.773401854873357,2.34461663044667,0.000084746192757796,0.000234984243278817
ENSRNOG00000002813,ENSRNOG00000002813.6,2283,304919,Dars2,NM_001034143,0.333207510104158,3.35882734326185,0.000181331536062266,0.000477398483852498
ENSRNOG00000038789,ENSRNOG00000038789.4,2367,289150,Cenpl,NM_001033061,0.320474806693922,4.82862737244025,0.0000427895378921242,0.000124159513046549
ENSRNOG00000026797,ENSRNOG00000026797.7,4069,364029,Slc9c2,NM_001402392,1.73395618906477,-0.96332617690592,3.46209161183812e-6,0.000011645265694085
ENSRNOG00000002896,ENSRNOG00000002896.7,2030,,,,0.444459200634412,6.99467865207459,2.94964138572827e-14,2.0949707055193e-13
ENSRNOG00000026917,ENSRNOG00000026917.5,1126,,,,-0.158825645054276,8.32137811599725,0.00516894311386516,0.0105308195930384
ENSRNOG00000026607,ENSRNOG00000026607.5,2081,364031,Tnfsf18,NM_001398596,2.52390370778747,4.71910372475516,1.05008128948405e-115,1.20316752044684e-113
ENSRNOG00000026542,ENSRNOG00000026542.7,5766,360863,Suco,NM_199403,0.606351942528994,6.4518699179721,9.05646451065201e-20,9.17827660640932e-19
ENSRNOG00000026490,ENSRNOG00000026490.6,4047,171574,Dnm3,NM_138538,-0.771834478362393,3.49835390558424,3.03339697400544e-22,3.4727510856822e-21
ENSRNOG00000003071,ENSRNOG00000003071.7,3275,364033,Vamp4,NM_001108856,0.212488899720224,4.92788438568765,0.00257455993526863,0.00557278672015056
ENSRNOG00000003720,ENSRNOG00000003720.6,862,266813,Prrx1,NM_153821,-1.27394473893182,5.78300316633193,1.11068377708062e-99,9.56429806549422e-98
ENSRNOG00000003861,ENSRNOG00000003861.7,2663,304923,Gorab,NM_001100563,-0.270019154567749,4.29181752751752,0.000185167539996639,0.000486573687360388
ENSRNOG00000002544,ENSRNOG00000002544.7,4179,289168,Kifap3,NM_001105964,-0.234972511795955,6.10597780555748,0.000246046129093594,0.000631466777814436
ENSRNOG00000025318,ENSRNOG00000025318.5,2966,360866,Scyl3,NM_001191828,-0.233608499238925,3.75661899230011,0.00147199501238928,0.00332861504677296
ENSRNOG00000059276,ENSRNOG00000059276.1,3161,498265,Firrm,NM_001017493,0.688787034123695,3.42182897246255,1.4193699219774e-9,6.95095181854281e-9
ENSRNOG00000025189,ENSRNOG00000025189.3,1501,304928,Mettl18,NM_001025668,-0.312179109297836,2.8242483814452,0.00641684416640912,0.0128156880348142
ENSRNOG00000002860,ENSRNOG00000002860.5,1909,360867,Ccdc181,NM_001014131,0.390084552657968,4.09651836111093,5.79037892633853e-6,0.0000189692375791015
ENSRNOG00000002884,ENSRNOG00000002884.6,2297,498266,Blzf1,NM_001017494,0.187217098438962,4.49789669927753,0.0144766131251444,0.0266075086892091
ENSRNOG00000002898,ENSRNOG00000002898.7,1394,171566,Nme7,NM_138532,-0.407821002738646,4.00301305994091,2.59181623580179e-6,8.8920911391131e-6
ENSRNOG00000002934,ENSRNOG00000002934.7,2664,25650,Atp1b1,NM_013113,0.195963437950262,6.049297851684,0.000591784747190679,0.00142910707804417
ENSRNOG00000002947,ENSRNOG00000002947.8,2110,289178,Dpt,NM_001105965,-3.07524461966382,-0.861946734179794,3.3204096265804e-9,1.57867486498322e-8
ENSRNOG00000003038,ENSRNOG00000003038.7,5203,360868,Sft2d2,NM_001034011,0.365054150105688,5.4713205575308,2.39073876405335e-8,1.02999385409682e-7
ENSRNOG00000003048,ENSRNOG00000003048.6,1738,360869,Tiprl,NM_001109667,0.603143513307121,5.46321355065405,1.68992888497745e-21,1.84772666098796e-20
ENSRNOG00000003073,ENSRNOG00000003073.6,2128,289180,Gpr161,NM_001191672,0.94629038222535,3.09281745748389,3.66843757662735e-20,3.78416804779477e-19
ENSRNOG00000003581,ENSRNOG00000003581.7,2762,171068,Pou2f1,NM_001100639,0.612118907044171,1.74739087114017,0.0016560769010578,0.00370649537970647
ENSRNOG00000003722,ENSRNOG00000003722.5,4026,498267,Styxl2,NM_001191929,-3.09604809790582,4.77921421961126,3.30712992740023e-154,7.05385374053489e-152
ENSRNOG00000025119,ENSRNOG00000025119.6,3003,685365,Fmo9,NM_001109466,0.965948171579255,0.920834637772087,0.0000268219139640539,0.0000802111767035469
ENSRNOG00000003928,ENSRNOG00000003928.7,1321,289196,Tmco1,NM_001009631,-0.237550189542164,6.86584322935321,0.000104286100568118,0.000285172090389821
ENSRNOG00000004027,ENSRNOG00000004027.5,2336,64040,Aldh9a1,NM_022273,-0.252365678980222,8.30555175816429,2.71741767751113e-9,1.30135677654626e-8
ENSRNOG00000004245,ENSRNOG00000004245.7,600,289197,Mgst3,NM_001191594,0.325153131357815,3.12322363568845,0.00467555606538511,0.00961892109964374
ENSRNOG00000004693,ENSRNOG00000004693.8,2203,,,,-0.240273368141348,6.54532768796878,0.000223774486679853,0.000579348176158634
