"","GeneID","Length","EntrezGene","Symbol","RefSeq","logFC","logCPM","PValue","FDR"
"ENSRNOG00000056843","ENSRNOG00000056843.1",439,NA,NA,NA,1.04622435875045,1.40246154114147,1.72615485750172e-07,6.73555050503909e-07
"ENSRNOG00000049410","ENSRNOG00000049410.2",3571,"24260","Chrm3","NM_012527",1.65085266281735,-0.299538583081999,1.91121636907109e-07,7.4284002637515e-07
"ENSRNOG00000001474","ENSRNOG00000001474.7",856,"288604","Tmem270","NM_001431982",1.69572480201735,-0.26122735343785,2.08971798814737e-07,8.09043568491346e-07
"ENSRNOG00000001379","ENSRNOG00000001379.5",1669,"170509","Cyp3a62","NM_001024232",1.29909544307542,0.160329627202994,2.35549365861679e-07,9.08135819884962e-07
"ENSRNOG00000055311","ENSRNOG00000055311.1",164,"120095751","LOC120095751","XR_005491543",1.73791985710126,-0.548645825786452,4.15039258558433e-07,1.5653167248787e-06
"ENSRNOG00000004889","ENSRNOG00000004889.6",4179,"289229","Vangl2","NM_001105969",1.11145668452819,0.284731946771054,4.21848478501488e-07,1.58840502605775e-06
"ENSRNOG00000037645","ENSRNOG00000037645.4",979,"680319","Tceal7","NM_001109401",1.60308827532208,-0.446870659245435,4.36283648285391e-07,1.63964123063938e-06
"ENSRNOG00000037406","ENSRNOG00000037406.4",636,"499656","Cfap141","NM_001109186",1.30356052337658,0.136099507709499,4.42669233727993e-07,1.66228771841953e-06
"ENSRNOG00000024870","ENSRNOG00000024870.7",3651,"314721","Anks1b","NM_001271371",1.09035619232184,0.862683687559235,5.2062593431755e-07,1.94344586789944e-06
"ENSRNOG00000056446","ENSRNOG00000056446.1",2618,"680317","Endou","NM_001191069",1.34663199696571,-0.0394196601444269,5.28218258454486e-07,1.96966593200995e-06
"ENSRNOG00000055202","ENSRNOG00000055202.1",109,"120099392","LOC120099392","XR_005498581",2.69946931747223,-0.698403950221077,6.17992511621635e-07,2.28171722533218e-06
"ENSRNOG00000008949","ENSRNOG00000008949.5",2937,"305675","Synpo2l","NM_001305138",1.10414596570792,1.05698163872996,7.15888725150823e-07,2.62290731646168e-06
"ENSRNOG00000051321","ENSRNOG00000051321.1",638,NA,NA,NA,1.44659110495929,0.00155098389649021,7.71533043076633e-07,2.81858606303411e-06
"ENSRNOG00000018952","ENSRNOG00000018952.7",3806,"290562","Sema3g","NM_001100882",1.94760191014104,-1.11696691741739,7.86624374076948e-07,2.86993692689548e-06
"ENSRNOG00000039593","ENSRNOG00000039593.4",1320,"689248","Ecscr","NM_001432559",1.58002955973016,0.107298529895082,1.10807584000917e-06,3.96857748537512e-06
"ENSRNOG00000010205","ENSRNOG00000010205.4",1578,"297109","Mturn","NM_001007645",1.0652311572723,0.948068174376668,1.11811805745305e-06,3.99834633699485e-06
"ENSRNOG00000019270","ENSRNOG00000019270.4",2465,"117264","P2ry6","NM_057124",1.12172096801438,0.815891319364557,1.27929666024238e-06,4.53726500322341e-06
"ENSRNOG00000021953","ENSRNOG00000021953.6",4519,"303572","Meioc","XM_063270158",1.68453679086761,-0.351075967591607,1.3544687824377e-06,4.7903967346215e-06
"ENSRNOG00000045543","ENSRNOG00000045543.1",693,"679110","Frat2","NM_001401121",1.45120916013867,0.0650058232754326,1.39066600151436e-06,4.90465363647803e-06
"ENSRNOG00000008177","ENSRNOG00000008177.7",2616,"317366","Pim2","NM_001172103",1.58223846115522,-0.512791392273682,1.91873395208515e-06,6.69384184995181e-06
"ENSRNOG00000012681","ENSRNOG00000012681.9",2773,"25476","Lgals9","NM_001388499",1.01988119849292,0.992323915632298,2.03189645181205e-06,7.05313280118235e-06
"ENSRNOG00000050042","ENSRNOG00000050042.2",4437,NA,NA,NA,1.05961220476151,0.542585509031069,2.22981026143271e-06,7.69964868356242e-06
"ENSRNOG00000052908","ENSRNOG00000052908.1",136,NA,NA,NA,1.8016499427255,-1.02941393621258,2.49496871648012e-06,8.57467681836399e-06
"ENSRNOG00000011640","ENSRNOG00000011640.2",390,NA,NA,NA,1.15203612860404,0.454622525459276,2.64748051577036e-06,9.07632786118702e-06
"ENSRNOG00000036959","ENSRNOG00000036959.5",926,"500359","Sult6b2","NM_001431865",1.33603277219314,-0.0550430035696631,2.78191974536471e-06,9.49963924870352e-06
"ENSRNOG00000032274","ENSRNOG00000032274.3",69,NA,NA,NA,1.47349582747776,1.60091225212913,2.9093480905626e-06,9.91036902397048e-06
"ENSRNOG00000007012","ENSRNOG00000007012.7",5494,"499800","Ly75","NM_001427146",2.38149385848187,-0.91672951367062,3.18343408582183e-06,1.07620410060556e-05
"ENSRNOG00000026797","ENSRNOG00000026797.7",4069,"364029","Slc9c2","NM_001402392",1.73395618906477,-0.96332617690592,3.46209161183812e-06,1.1645265694085e-05
"ENSRNOG00000030316","ENSRNOG00000030316.5",6396,"685868","Otogl","XM_039080117",1.12899484458393,0.697298263450725,3.61384229288309e-06,1.2128373165948e-05
"ENSRNOG00000055609","ENSRNOG00000055609.1",136,NA,NA,NA,1.77046174472635,-1.05102900534809,3.9037915869833e-06,1.30540681529032e-05
"ENSRNOG00000053081","ENSRNOG00000053081.1",411,NA,NA,NA,1.09699989134707,1.29505432363534,3.91808553800951e-06,1.30987069927571e-05
"ENSRNOG00000054545","ENSRNOG00000054545.1",333,NA,NA,NA,1.38959615561556,-0.228625306778443,4.87042365133619e-06,1.61192536409943e-05
"ENSRNOG00000014819","ENSRNOG00000014819.6",3609,"29430","Hap1","NM_024133",1.65273117528525,-0.500962476791654,4.97284250126708e-06,1.64307646419368e-05
"ENSRNOG00000057941","ENSRNOG00000057941.1",973,NA,NA,NA,1.05907084302183,1.64246252337172,4.99683063740042e-06,1.6506090054067e-05
"ENSRNOG00000008346","ENSRNOG00000008346.6",4674,"311061","Itgb6","NM_001004263",1.15460668276691,0.429045199805868,5.38090694412459e-06,1.77199272858298e-05
"ENSRNOG00000053803","ENSRNOG00000053803.1",960,NA,NA,NA,1.32703571714307,-0.0717827496559376,5.45298609158941e-06,1.79487652359439e-05
"ENSRNOG00000021735","ENSRNOG00000021735.5",1327,"361267","Akr1c15","NM_001109900",1.192350731914,0.658488895711173,5.59836784630764e-06,1.83967224036997e-05
"ENSRNOG00000060811","ENSRNOG00000060811.1",107,NA,NA,NA,2.02816526735473,-0.838072670901469,5.78774645980585e-06,1.89650949937954e-05
"ENSRNOG00000017702","ENSRNOG00000017702.3",3187,"291132","Gpld1","NM_001100512",1.12002371462105,0.469820657397158,6.24541708265395e-06,2.03876765796831e-05
"ENSRNOG00000054296","ENSRNOG00000054296.1",1035,NA,NA,NA,1.31737912180812,0.952948881874748,6.61160455612241e-06,2.14869398889079e-05
"ENSRNOG00000032112","ENSRNOG00000032112.3",75,NA,NA,NA,1.8860222800567,0.0692067126521012,7.53237193205504e-06,2.43310355233017e-05
"ENSRNOG00000046434","ENSRNOG00000046434.1",411,NA,NA,NA,1.53767305391174,-0.579082839608915,8.62104738348583e-06,2.7603279659272e-05
"ENSRNOG00000019305","ENSRNOG00000019305.8",4904,"307393","Sh3tc2","NM_001427096",1.16542220485382,0.0486180334261655,8.90507278420406e-06,2.84273380336645e-05
"ENSRNOG00000008591","ENSRNOG00000008591.4",4552,"299928","Colec10","NM_001130541",1.03649106978346,0.427376220611919,1.0199039412618e-05,3.22535315731149e-05
"ENSRNOG00000023614","ENSRNOG00000023614.6",2374,"100360518","Hsh2d","NM_001271328",1.7514267938767,-0.869920053323511,1.23041456239968e-05,3.84286269274817e-05
"ENSRNOG00000006617","ENSRNOG00000006617.7",4609,"500105","Cntnap2","NM_001427648",1.31345696422864,-0.236331577279722,1.33964241352753e-05,4.17741844830088e-05
"ENSRNOG00000010486","ENSRNOG00000010486.8",2344,"58808","Mpp4","NM_021265",1.47402858020789,-0.674406274453635,1.36950165657468e-05,4.26477335281927e-05
"ENSRNOG00000042232","ENSRNOG00000042232.1",583,"499256","RGD1559600","NM_001109153",1.78677916499048,-1.04118752507351,1.49938866903288e-05,4.65149351252447e-05
"ENSRNOG00000048317","ENSRNOG00000048317.1",393,NA,NA,NA,1.26915161086993,-0.0110922934969557,1.50327293357012e-05,4.66250021275528e-05
"ENSRNOG00000020066","ENSRNOG00000020066.3",2319,"291648","Pcdhb11","NM_001014777",1.16869371153767,-0.142728059572836,1.67291073155346e-05,5.15176241276258e-05
"ENSRNOG00000021536","ENSRNOG00000021536.5",2874,"303505","Plxdc1","NM_001107046",1.09441430809766,0.349734793120298,1.80770264822645e-05,5.5361143174313e-05
"ENSRNOG00000036882","ENSRNOG00000036882.4",1350,"360615","Fbxo47","XM_039087732",1.82928479930441,-0.98325203751796,1.96134022960216e-05,5.98152682428603e-05
"ENSRNOG00000016641","ENSRNOG00000016641.5",1583,"298017","Actl7a","NM_001011973",1.64173365592999,-1.1558639887095,2.28358545689894e-05,6.88851801010593e-05
"ENSRNOG00000035620","ENSRNOG00000035620.1",95,"100314001","Mir22","NR_031824",1.09906622295654,0.567149996415613,2.48317851205953e-05,7.46137557243029e-05
"ENSRNOG00000056313","ENSRNOG00000056313.1",107,NA,NA,NA,1.75016272046589,-0.60243708106556,2.70883859893748e-05,8.09071056246946e-05
"ENSRNOG00000054586","ENSRNOG00000054586.1",334,NA,NA,NA,2.07571841270439,-0.616553274622537,2.83710216350977e-05,8.44793479271897e-05
"ENSRNOG00000031593","ENSRNOG00000031593.3",738,"288909","Nanos3","NM_001105945",1.57463620752623,-0.593538959021786,2.87313904602041e-05,8.54239754107378e-05
"ENSRNOG00000060547","ENSRNOG00000060547.1",107,NA,NA,NA,1.65280617986132,-0.607135932791085,2.88351622462503e-05,8.56957533509141e-05
"ENSRNOG00000056232","ENSRNOG00000056232.1",107,NA,NA,NA,1.95635905144099,-0.2541983752315,3.02904611080875e-05,8.97514325288578e-05
"ENSRNOG00000061863","ENSRNOG00000061863.1",745,"24438","H1f6","NM_012579",1.4321531455519,-0.73185176532443,3.27482772553466e-05,9.64977929581563e-05
"ENSRNOG00000018400","ENSRNOG00000018400.7",1194,"680692","Golm1","NM_001427411",1.07887736480335,0.377086239516791,3.8019423410757e-05,0.00011106221790281
"ENSRNOG00000061138","ENSRNOG00000061138.1",69,"120100231","Snord30","XR_005500009",1.27266591078964,-0.347165256985719,3.91548759502577e-05,0.000114114610085006
"ENSRNOG00000015957","ENSRNOG00000015957.6",3842,"60327","F13a1","NM_021698",1.60030146448822,-0.690944557561624,3.91759374533659e-05,0.000114151995975928
"ENSRNOG00000011306","ENSRNOG00000011306.2",1948,"337868","Myod1","NM_176079",1.36567924495455,-0.235318726609741,4.18497269107273e-05,0.000121636187398391
"ENSRNOG00000048755","ENSRNOG00000048755.2",213,NA,NA,NA,1.06816298914963,0.346216238549013,4.29205572131986e-05,0.000124513623185559
"ENSRNOG00000057433","ENSRNOG00000057433.1",2446,NA,NA,NA,1.39673608780055,-0.817159269769548,4.62602774036643e-05,0.00013339277993436
"ENSRNOG00000027456","ENSRNOG00000027456.5",5967,"293693","Cdc42bpg","NM_001130013",1.10639864122669,0.22770888806146,5.2355168353004e-05,0.000149660217329082
"ENSRNOG00000006956","ENSRNOG00000006956.9",7973,"362539","Adamtsl1","NM_001431177",1.06495866152649,1.26131096408978,5.36605179611329e-05,0.000153233660352862
"ENSRNOG00000002701","ENSRNOG00000002701.6",1690,"360719","Hgd","NM_001012145",1.23528874653309,0.206722221069064,6.03797802516919e-05,0.000171467692218242
"ENSRNOG00000052989","ENSRNOG00000052989.1",107,NA,NA,NA,1.96765744702684,0.747577823024324,6.15430584662456e-05,0.000174520957777875
"ENSRNOG00000051171","ENSRNOG00000051171.2",2693,NA,NA,NA,1.44540843448444,-0.345481090176773,6.45445685121657e-05,0.00018224967369708
"ENSRNOG00000029897","ENSRNOG00000029897.3",1036,NA,NA,NA,1.36195029408786,0.182391407691029,7.16404140291364e-05,0.000200853933286137
"ENSRNOG00000052742","ENSRNOG00000052742.1",141,NA,NA,NA,1.28688221958221,-0.708544037700935,7.42988581882174e-05,0.000207719171188031
"ENSRNOG00000020150","ENSRNOG00000020150.3",934,"84388","Il18bp","NM_053374",1.02966928072767,0.365669195989585,7.84879781067003e-05,0.000218637196799537
"ENSRNOG00000022335","ENSRNOG00000022335.5",1662,"689823","Rad21l1","NM_001430750",1.30424971002636,-0.526089202635503,8.2508486366354e-05,0.000229092230854269
"ENSRNOG00000010594","ENSRNOG00000010594.4",1985,"500124","Spmip4","NM_001024329",1.11062438410415,0.38333633759482,8.69882036213912e-05,0.000240671413890834
"ENSRNOG00000014290","ENSRNOG00000014290.7",6899,"24414","Grm1","NM_001114330",1.12698566382467,-0.408944497753758,9.3069320559734e-05,0.000256065302687071
"ENSRNOG00000047682","ENSRNOG00000047682.1",2166,"103690152","LOC103690152","NM_001433337",1.11620557245835,-0.0785792026677067,9.65987908545308e-05,0.000265302225912681
"ENSRNOG00000045646","ENSRNOG00000045646.1",411,NA,NA,NA,1.29579874686763,-0.117341431136232,0.000105944481994344,0.000289364518985339
"ENSRNOG00000033115","ENSRNOG00000033115.4",483,NA,NA,NA,1.63833217308275,1.44474171003122,0.000109351549237141,0.000297790194190478
"ENSRNOG00000055080","ENSRNOG00000055080.1",4089,NA,NA,NA,1.05135148460409,1.9365085756849,0.000119681782747227,0.000324202468934653
"ENSRNOG00000011201","ENSRNOG00000011201.4",1147,"301045","Cmtm8","NM_198754",1.6100235416251,-0.979336000775338,0.00012076318954371,0.000326940218674866
"ENSRNOG00000008492","ENSRNOG00000008492.6",1894,"304984","Cfap45","NM_001024882",1.48323013098858,-0.663701577234585,0.000121243731069176,0.000328113036803252
"ENSRNOG00000062155","ENSRNOG00000062155.1",709,NA,NA,NA,1.11706508316067,0.938533187829106,0.000129816155294765,0.000349741775555116
"ENSRNOG00000016358","ENSRNOG00000016358.6",3854,"83610","Apba2","NM_031780",1.23262825002956,-0.270167564881855,0.000134860237449961,0.000362556201668849
"ENSRNOG00000007046","ENSRNOG00000007046.8",4010,"361006","Cfap70","NM_001108370",1.47658946083728,-0.70565988158393,0.000135180865065014,0.000363347714862613
"ENSRNOG00000022899","ENSRNOG00000022899.7",1299,"301440","Cdk15","NM_001431239",1.0827209526889,-0.354748012587477,0.000153660590902955,0.000409053462419079
"ENSRNOG00000036880","ENSRNOG00000036880.3",1448,"497990","Arl5c","NM_001109046",1.47031353650264,-0.88926375264145,0.000178608868432118,0.000470498451822704
"ENSRNOG00000004040","ENSRNOG00000004040.8",4866,"303637","Abca8","NM_001430208",1.37843853670123,-0.590009333601751,0.000179221869396258,0.000472023555719932
"ENSRNOG00000002414","ENSRNOG00000002414.8",7381,"304741","Tfcp2l1","NM_001107170",1.36505395257689,-0.23173174063402,0.000187485776638167,0.000492478743332995
"ENSRNOG00000059431","ENSRNOG00000059431.1",375,NA,NA,NA,1.07561764480497,0.115745353038945,0.000194283330044147,0.000508791856390641
"ENSRNOG00000020778","ENSRNOG00000020778.3",2198,"54239","Chrnb2","NM_019297",1.35267886075332,-0.889107295257353,0.000200814569223323,0.00052434000831305
"ENSRNOG00000054136","ENSRNOG00000054136.1",6398,NA,NA,NA,1.35762973512083,-1.0063155144812,0.00020826839938062,0.00054234280409709
"ENSRNOG00000059887","ENSRNOG00000059887.1",107,NA,NA,NA,1.87951786590949,0.425425462250211,0.000227940716384929,0.000588924728281895
"ENSRNOG00000048433","ENSRNOG00000048433.1",3054,NA,NA,NA,1.10947201645005,-0.645088940341458,0.000234639391271386,0.000605216841039349
"ENSRNOG00000010655","ENSRNOG00000010655.6",3997,"310900","Mttp","NM_001107727",1.35562493987156,-0.192867711979699,0.000259288051188736,0.000663731451565848
"ENSRNOG00000002229","ENSRNOG00000002229.6",4850,"64532","Adcy5","NM_022600",1.33115079613982,-0.847800253814332,0.000260399202361171,0.000666452749037341
"ENSRNOG00000048961","ENSRNOG00000048961.1",1194,"117095","Bhlhe41","NM_133303",1.02687071994872,0.247414726756276,0.000271028603080901,0.000691996418621291
"ENSRNOG00000017283","ENSRNOG00000017283.8",5853,"60444","Kcnt1","NM_001413123",1.35499142229612,-0.556483368724669,0.000312490317869912,0.000789281429577055
"ENSRNOG00000051852","ENSRNOG00000051852.1",164,NA,NA,NA,1.22178012996457,-0.352097964622614,0.000316883891266409,0.000799650212689752
"ENSRNOG00000014373","ENSRNOG00000014373.7",4312,"361623","Trim66","NM_001191839",1.09272769855112,-0.612525418201217,0.00031915737409094,0.000805094220232314
"ENSRNOG00000003950","ENSRNOG00000003950.7",3327,"502160","Lvrn","XM_039097207",1.02515455260866,-0.329128243868399,0.000336356451131205,0.000845403524017953
"ENSRNOG00000056622","ENSRNOG00000056622.1",297,NA,NA,NA,1.21850326239065,-0.624201860111254,0.00039564566833516,0.000983192605448765
"ENSRNOG00000020775","ENSRNOG00000020775.8",1506,NA,NA,NA,1.73532607234368,-1.14708762762234,0.000403651543533744,0.00100075554355362
"ENSRNOG00000016621","ENSRNOG00000016621.3",1387,"313183","Actl7b","NM_001025417",1.18152901452057,-0.449896745587879,0.000431208439538734,0.0010646970268504
"ENSRNOG00000015137","ENSRNOG00000015137.4",1503,"361747","Spata6l","NM_001014165",1.09118471891565,-0.549963394463103,0.000523921332001885,0.00127544255432382
"ENSRNOG00000052373","ENSRNOG00000052373.1",144,NA,NA,NA,1.99853464117044,-1.12506196123831,0.00054239199369532,0.00131624761081602
"ENSRNOG00000014505","ENSRNOG00000014505.7",3483,"171414","Pmfbp1","NM_134393",1.00321345099228,0.574506166636959,0.000634454082647815,0.00152471336485167
"ENSRNOG00000008922","ENSRNOG00000008922.6",3662,"313236","Trim14","NM_001107934",1.30999484531745,-0.575714412798567,0.000704418069185582,0.00167974752514429
"ENSRNOG00000047436","ENSRNOG00000047436.1",2076,"686189","Cabyr","NM_001143893",1.17860673758275,-0.910295243274977,0.000723924636118492,0.00172300277341576
"ENSRNOG00000038242","ENSRNOG00000038242.4",2949,"120093152","LOC120093152","NM_001433346",1.20260893754031,0.586709229229718,0.000727305949079728,0.00173045644037092
"ENSRNOG00000004351","ENSRNOG00000004351.5",3005,"314441","Slc25a29","NM_001010958",1.20496083542049,-0.181588888185016,0.000773642163372203,0.00183221300871066
"ENSRNOG00000014259","ENSRNOG00000014259.5",2940,"298506","Mycl","NM_001191763",1.50986251298595,-0.774199142571615,0.000806549264496611,0.00190170051071106
"ENSRNOG00000059382","ENSRNOG00000059382.1",381,NA,NA,NA,1.31061478527389,-0.992549962271437,0.000838476844457456,0.00196927714239508
"ENSRNOG00000027942","ENSRNOG00000027942.4",3828,"361503","Eps8l1","NM_001108467",1.95532460365052,-1.39194559357618,0.000968952042089094,0.00225546526385547
"ENSRNOG00000001342","ENSRNOG00000001342.8",3888,NA,NA,NA,1.1376726979083,-0.0446914496364502,0.000993935047437858,0.00230974111593672
"ENSRNOG00000053891","ENSRNOG00000053891.1",1275,"361051","Phf11","NM_001024272",1.25257850078103,-0.793973265792116,0.00103077539437842,0.00238974415847199
"ENSRNOG00000055207","ENSRNOG00000055207.1",107,NA,NA,NA,1.93521924355316,0.172717947110047,0.00112320393228941,0.00258801717089253
"ENSRNOG00000032429","ENSRNOG00000032429.6",3559,"314636","Tmprss9","NM_001395516",1.28972723750618,-0.949942026360355,0.00117620548952612,0.00270295257861596
"ENSRNOG00000032951","ENSRNOG00000032951.4",1723,"690423","Jsrp1","NM_001109591",1.30832617667442,-0.709285368193036,0.00119720372902585,0.00274483752260862
"ENSRNOG00000060441","ENSRNOG00000060441.1",164,NA,NA,NA,1.152286282456,-0.511479374622913,0.00127535543303977,0.00291101872302657
"ENSRNOG00000007830","ENSRNOG00000007830.4",2891,"444983","Apold1","NM_001003403",1.28438841638237,-0.249543894159311,0.00129089451907436,0.00294406343353298
"ENSRNOG00000025612","ENSRNOG00000025612.6",4789,"304554","Sez6l","NM_001134538",1.02702500196285,-0.256166068984056,0.00129707210784544,0.0029571793624682
"ENSRNOG00000028701","ENSRNOG00000028701.6",823,"680602","Lcn12","NM_001128138",1.097745242273,-0.467131814625902,0.00138372506360172,0.00314645961649569
"ENSRNOG00000047503","ENSRNOG00000047503.2",651,"24207","Apoc3","NM_001271053",1.05521011615668,-0.780736343782238,0.00145065660611255,0.00328518510080764
"ENSRNOG00000009708","ENSRNOG00000009708.6",2841,"29407","Tas1r1","NM_053305",1.59320574381259,0.0713119329259562,0.00159300923713717,0.00357717526136535
"ENSRNOG00000045753","ENSRNOG00000045753.2",381,NA,NA,NA,1.26802541172824,-0.0449082374534998,0.00165086182152353,0.00369630947894092
"ENSRNOG00000037165","ENSRNOG00000037165.5",2190,"502990","Nipal3","NM_001427592",1.0795991019962,-0.0249490700077883,0.00177011939402646,0.00394675704065341
"ENSRNOG00000056268","ENSRNOG00000056268.1",1008,NA,NA,NA,1.09840421237883,0.259627077365615,0.00190940963300554,0.0042334967458802
"ENSRNOG00000054768","ENSRNOG00000054768.1",4940,NA,NA,NA,1.18697215297587,-0.82165056901298,0.00195826262772746,0.00433431938976069
"ENSRNOG00000033680","ENSRNOG00000033680.5",2399,NA,NA,NA,1.07405036293705,0.206164233436261,0.00200536251879086,0.00442924103242257
"ENSRNOG00000042445","ENSRNOG00000042445.3",1515,NA,NA,NA,1.13096045891815,-0.726230886053149,0.00202150564109105,0.00446276340893095
